response_key,response_time_min,mitigation_method,outcome,security_tools_used
34401,138,Containment,Failure,VPN
34402,95,Block IP,Success,MFA
34403,141,Reset Credentials,Success,SIEM
34404,67,Reset Credentials,Failure,MFA
34405,135,Patch,Success,VPN
34406,151,Reset Credentials,Failure,VPN
34407,94,Reset Credentials,Success,MFA
34408,65,Block IP,Success,VPN
34409,26,Patch,Failure,Antivirus
34410,14,Block IP,Failure,VPN
34411,2,Block IP,Success,Antivirus
34412,35,Containment,Success,VPN
34413,22,Quarantine,Failure,IDS
34414,97,Reset Credentials,Success,MFA
34415,85,Reset Credentials,Failure,MFA
34416,66,Reset Credentials,Failure,Antivirus
34417,122,Patch,Failure,MFA
34418,43,Containment,Success,MFA
34419,169,Containment,Success,IDS
34420,21,Quarantine,Failure,Antivirus
34421,160,Containment,Failure,IDS
34422,70,Reset Credentials,Failure,WAF
34423,137,Reset Credentials,Failure,VPN
34424,146,Containment,Failure,VPN
34425,72,Block IP,Success,Antivirus
34426,47,Reset Credentials,Failure,Endpoint Detection
34427,110,Reset Credentials,Success,IDS
34428,175,Patch,Failure,VPN
34429,58,Reset Credentials,Failure,IDS
34430,139,Patch,Success,MFA
34431,169,Block IP,Failure,IDS
34432,167,Reset Credentials,Success,Firewall
34433,104,Patch,Success,VPN
34434,76,Quarantine,Success,Antivirus
34435,133,Block IP,Success,WAF
34436,38,Block IP,Failure,Firewall
34437,168,Containment,Failure,MFA
34438,51,Quarantine,Success,Endpoint Detection
34439,144,Patch,Failure,Antivirus
34440,14,Reset Credentials,Failure,Endpoint Detection
34441,139,Block IP,Failure,SIEM
34442,112,Quarantine,Success,Endpoint Detection
34443,148,Quarantine,Failure,Antivirus
34444,103,Quarantine,Failure,Antivirus
34445,3,Block IP,Failure,IDS
34446,48,Patch,Success,WAF
34447,101,Quarantine,Failure,SIEM
34448,76,Reset Credentials,Success,WAF
34449,62,Reset Credentials,Failure,VPN
34450,158,Quarantine,Success,VPN
34451,49,Reset Credentials,Success,MFA
34452,102,Patch,Success,WAF
34453,26,Containment,Success,Endpoint Detection
34454,58,Quarantine,Success,Endpoint Detection
34455,153,Reset Credentials,Success,Firewall
34456,170,Block IP,Failure,Endpoint Detection
34457,71,Quarantine,Failure,Endpoint Detection
34458,110,Reset Credentials,Failure,Antivirus
34459,143,Patch,Failure,WAF
34460,158,Reset Credentials,Success,MFA
34461,137,Reset Credentials,Failure,WAF
34462,82,Patch,Failure,IDS
34463,16,Quarantine,Success,WAF
34464,106,Quarantine,Failure,SIEM
34465,138,Containment,Failure,VPN
34466,85,Reset Credentials,Success,SIEM
34467,153,Block IP,Failure,MFA
34468,44,Containment,Success,Firewall
34469,23,Block IP,Success,VPN
34470,122,Quarantine,Success,Antivirus
34471,141,Reset Credentials,Success,Endpoint Detection
34472,27,Containment,Failure,IDS
34473,138,Quarantine,Failure,Endpoint Detection
34474,145,Patch,Success,MFA
34475,64,Containment,Failure,Firewall
34476,84,Patch,Failure,Antivirus
34477,27,Reset Credentials,Success,SIEM
34478,40,Quarantine,Failure,SIEM
34479,151,Block IP,Success,Antivirus
34480,61,Reset Credentials,Success,IDS
34481,79,Block IP,Success,SIEM
34482,8,Patch,Failure,IDS
34483,115,Quarantine,Failure,WAF
34484,33,Quarantine,Failure,IDS
34485,168,Quarantine,Failure,SIEM
34486,79,Patch,Failure,SIEM
34487,70,Quarantine,Success,SIEM
34488,138,Reset Credentials,Failure,Antivirus
34489,97,Patch,Success,MFA
34490,33,Block IP,Success,Firewall
34491,141,Quarantine,Failure,MFA
34492,3,Patch,Success,Firewall
34493,9,Quarantine,Failure,IDS
34494,45,Reset Credentials,Success,MFA
34495,36,Quarantine,Failure,Endpoint Detection
34496,130,Block IP,Success,SIEM
34497,166,Block IP,Success,Firewall
34498,114,Patch,Success,Antivirus
34499,119,Reset Credentials,Failure,Endpoint Detection
34500,135,Patch,Failure,VPN
34501,123,Block IP,Success,Antivirus
34502,50,Patch,Success,VPN
34503,160,Reset Credentials,Success,SIEM
34504,34,Reset Credentials,Success,VPN
34505,42,Containment,Failure,SIEM
34506,27,Block IP,Success,IDS
34507,179,Block IP,Failure,MFA
34508,154,Quarantine,Success,SIEM
34509,113,Block IP,Success,SIEM
34510,7,Containment,Failure,IDS
34511,151,Block IP,Success,VPN
34512,136,Quarantine,Success,Firewall
34513,124,Patch,Success,Endpoint Detection
34514,103,Reset Credentials,Success,Endpoint Detection
34515,99,Containment,Failure,VPN
34516,176,Patch,Failure,MFA
34517,167,Containment,Success,VPN
34518,157,Patch,Failure,Endpoint Detection
34519,18,Quarantine,Success,IDS
34520,173,Reset Credentials,Failure,Antivirus
34521,149,Quarantine,Success,WAF
34522,65,Quarantine,Failure,Antivirus
34523,13,Containment,Failure,Antivirus
34524,166,Patch,Failure,WAF
34525,179,Containment,Failure,IDS
34526,160,Containment,Success,Antivirus
34527,143,Quarantine,Failure,MFA
34528,133,Patch,Failure,Endpoint Detection
34529,157,Containment,Success,Firewall
34530,71,Reset Credentials,Failure,WAF
34531,177,Quarantine,Failure,Endpoint Detection
34532,110,Containment,Failure,SIEM
34533,33,Containment,Success,WAF
34534,81,Containment,Failure,Antivirus
34535,68,Block IP,Failure,IDS
34536,135,Block IP,Success,Firewall
34537,154,Containment,Success,Endpoint Detection
34538,166,Containment,Failure,VPN
34539,27,Reset Credentials,Failure,Firewall
34540,60,Patch,Failure,SIEM
34541,143,Reset Credentials,Success,Endpoint Detection
34542,80,Reset Credentials,Success,SIEM
34543,80,Block IP,Success,VPN
34544,129,Block IP,Success,Endpoint Detection
34545,120,Reset Credentials,Success,SIEM
34546,70,Block IP,Success,SIEM
34547,112,Quarantine,Failure,VPN
34548,110,Block IP,Failure,MFA
34549,152,Containment,Success,IDS
34550,119,Containment,Success,Endpoint Detection
34551,49,Block IP,Failure,Endpoint Detection
34552,146,Patch,Failure,VPN
34553,134,Patch,Success,SIEM
34554,55,Block IP,Failure,MFA
34555,60,Reset Credentials,Failure,Antivirus
34556,104,Block IP,Success,IDS
34557,28,Patch,Failure,VPN
34558,12,Quarantine,Success,Firewall
34559,78,Block IP,Success,VPN
34560,3,Containment,Failure,Endpoint Detection
34561,66,Containment,Success,Antivirus
34562,44,Containment,Failure,MFA
34563,160,Block IP,Success,SIEM
34564,6,Block IP,Success,SIEM
34565,143,Containment,Failure,WAF
34566,161,Patch,Success,WAF
34567,46,Reset Credentials,Success,Endpoint Detection
34568,77,Containment,Success,SIEM
34569,26,Patch,Success,SIEM
34570,58,Quarantine,Failure,Firewall
34571,160,Block IP,Failure,VPN
34572,97,Block IP,Failure,MFA
34573,89,Patch,Success,SIEM
34574,134,Reset Credentials,Failure,SIEM
34575,83,Patch,Success,VPN
34576,92,Containment,Success,VPN
34577,61,Reset Credentials,Failure,Firewall
34578,56,Block IP,Failure,Antivirus
34579,172,Block IP,Failure,WAF
34580,102,Block IP,Failure,Antivirus
34581,23,Patch,Failure,IDS
34582,33,Patch,Success,Antivirus
34583,135,Block IP,Failure,WAF
34584,73,Containment,Failure,Endpoint Detection
34585,26,Quarantine,Success,VPN
34586,16,Quarantine,Failure,WAF
34587,166,Reset Credentials,Success,VPN
34588,118,Block IP,Failure,IDS
34589,121,Quarantine,Failure,VPN
34590,10,Quarantine,Success,MFA
34591,17,Reset Credentials,Failure,MFA
34592,104,Quarantine,Failure,Endpoint Detection
34593,65,Patch,Success,Antivirus
34594,134,Reset Credentials,Success,IDS
34595,38,Containment,Success,SIEM
34596,156,Block IP,Failure,IDS
34597,42,Containment,Success,Antivirus
34598,75,Quarantine,Success,Antivirus
34599,75,Containment,Failure,SIEM
34600,155,Reset Credentials,Failure,VPN
34601,95,Quarantine,Success,MFA
34602,147,Quarantine,Success,Firewall
34603,53,Patch,Failure,Antivirus
34604,157,Quarantine,Success,Endpoint Detection
34605,166,Patch,Failure,SIEM
34606,10,Quarantine,Failure,Firewall
34607,94,Quarantine,Failure,Firewall
34608,170,Reset Credentials,Failure,WAF
34609,152,Containment,Success,Endpoint Detection
34610,91,Reset Credentials,Failure,Firewall
34611,116,Block IP,Success,Antivirus
34612,44,Patch,Success,Antivirus
34613,139,Reset Credentials,Failure,Antivirus
34614,113,Reset Credentials,Failure,VPN
34615,73,Containment,Success,VPN
34616,111,Containment,Failure,Antivirus
34617,59,Block IP,Success,SIEM
34618,96,Patch,Failure,Antivirus
34619,41,Quarantine,Success,MFA
34620,73,Patch,Failure,Antivirus
34621,103,Reset Credentials,Success,Endpoint Detection
34622,52,Containment,Failure,MFA
34623,154,Reset Credentials,Failure,Endpoint Detection
34624,175,Patch,Failure,IDS
34625,105,Reset Credentials,Success,SIEM
34626,90,Containment,Failure,SIEM
34627,31,Reset Credentials,Failure,SIEM
34628,139,Block IP,Failure,Endpoint Detection
34629,97,Block IP,Success,WAF
34630,12,Patch,Success,MFA
34631,73,Quarantine,Failure,MFA
34632,107,Reset Credentials,Failure,Firewall
34633,73,Patch,Success,WAF
34634,93,Patch,Failure,VPN
34635,13,Reset Credentials,Success,Antivirus
34636,9,Containment,Success,MFA
34637,20,Quarantine,Success,SIEM
34638,2,Reset Credentials,Success,MFA
34639,126,Reset Credentials,Success,IDS
34640,29,Patch,Success,SIEM
34641,50,Quarantine,Success,IDS
34642,153,Reset Credentials,Failure,SIEM
34643,133,Reset Credentials,Success,SIEM
34644,147,Patch,Failure,Endpoint Detection
34645,70,Containment,Failure,Antivirus
34646,77,Reset Credentials,Success,Endpoint Detection
34647,174,Patch,Failure,Firewall
34648,52,Block IP,Success,Firewall
34649,133,Containment,Failure,Endpoint Detection
34650,100,Quarantine,Failure,IDS
34651,82,Patch,Success,Firewall
34652,162,Patch,Success,VPN
34653,30,Quarantine,Success,Firewall
34654,86,Patch,Success,MFA
34655,38,Containment,Success,SIEM
34656,40,Reset Credentials,Success,Antivirus
34657,51,Reset Credentials,Failure,Antivirus
34658,125,Block IP,Failure,MFA
34659,123,Patch,Failure,WAF
34660,140,Containment,Failure,WAF
34661,96,Patch,Success,SIEM
34662,82,Reset Credentials,Failure,Antivirus
34663,156,Quarantine,Success,VPN
34664,55,Reset Credentials,Success,SIEM
34665,18,Containment,Failure,WAF
34666,103,Quarantine,Failure,MFA
34667,40,Quarantine,Success,Antivirus
34668,10,Reset Credentials,Success,VPN
34669,40,Reset Credentials,Failure,SIEM
34670,113,Containment,Failure,Firewall
34671,47,Quarantine,Failure,MFA
34672,49,Block IP,Failure,MFA
34673,127,Quarantine,Success,WAF
34674,14,Quarantine,Success,MFA
34675,143,Containment,Failure,VPN
34676,40,Block IP,Success,WAF
34677,10,Block IP,Success,MFA
34678,62,Patch,Success,SIEM
34679,62,Block IP,Success,MFA
34680,84,Quarantine,Success,SIEM
34681,170,Containment,Success,VPN
34682,126,Patch,Failure,MFA
34683,23,Patch,Failure,Antivirus
34684,135,Reset Credentials,Failure,SIEM
34685,120,Quarantine,Failure,VPN
34686,90,Patch,Success,SIEM
34687,45,Quarantine,Failure,Endpoint Detection
34688,93,Reset Credentials,Failure,VPN
34689,174,Reset Credentials,Failure,WAF
34690,151,Containment,Success,VPN
34691,145,Patch,Failure,MFA
34692,74,Block IP,Failure,WAF
34693,82,Quarantine,Failure,VPN
34694,101,Block IP,Failure,MFA
34695,160,Containment,Success,VPN
34696,19,Block IP,Success,IDS
34697,76,Containment,Success,IDS
34698,82,Reset Credentials,Failure,WAF
34699,72,Reset Credentials,Success,IDS
34700,20,Patch,Success,MFA
34701,153,Containment,Failure,SIEM
34702,31,Containment,Success,MFA
34703,127,Quarantine,Success,Endpoint Detection
34704,83,Patch,Success,Firewall
34705,115,Quarantine,Failure,MFA
34706,42,Patch,Success,Firewall
34707,24,Quarantine,Failure,IDS
34708,99,Containment,Failure,Endpoint Detection
34709,18,Patch,Failure,VPN
34710,13,Block IP,Failure,Endpoint Detection
34711,13,Reset Credentials,Success,Firewall
34712,73,Patch,Failure,SIEM
34713,113,Containment,Failure,SIEM
34714,33,Patch,Success,IDS
34715,42,Quarantine,Failure,SIEM
34716,93,Reset Credentials,Success,MFA
34717,6,Containment,Failure,SIEM
34718,166,Quarantine,Success,WAF
34719,163,Block IP,Success,Firewall
34720,158,Patch,Success,SIEM
34721,53,Quarantine,Failure,VPN
34722,112,Reset Credentials,Failure,Endpoint Detection
34723,172,Reset Credentials,Success,SIEM
34724,112,Reset Credentials,Failure,SIEM
34725,15,Quarantine,Success,IDS
34726,55,Reset Credentials,Failure,Firewall
34727,37,Containment,Success,Firewall
34728,46,Block IP,Success,Antivirus
34729,74,Patch,Failure,MFA
34730,113,Quarantine,Failure,IDS
34731,162,Containment,Success,SIEM
34732,56,Reset Credentials,Failure,IDS
34733,155,Patch,Success,VPN
34734,20,Block IP,Failure,Antivirus
34735,32,Containment,Failure,Firewall
34736,158,Patch,Success,WAF
34737,144,Quarantine,Success,WAF
34738,117,Block IP,Success,IDS
34739,174,Patch,Success,SIEM
34740,85,Patch,Failure,MFA
34741,16,Reset Credentials,Failure,Firewall
34742,1,Block IP,Success,SIEM
34743,127,Block IP,Success,IDS
34744,109,Patch,Failure,VPN
34745,120,Block IP,Success,Antivirus
34746,123,Containment,Failure,IDS
34747,86,Patch,Failure,WAF
34748,70,Patch,Success,IDS
34749,29,Containment,Failure,Firewall
34750,146,Reset Credentials,Success,Firewall
34751,65,Containment,Success,VPN
34752,81,Block IP,Success,WAF
34753,46,Containment,Success,IDS
34754,104,Reset Credentials,Failure,WAF
34755,9,Reset Credentials,Failure,MFA
34756,104,Block IP,Failure,SIEM
34757,105,Block IP,Failure,WAF
34758,21,Quarantine,Success,IDS
34759,172,Containment,Success,Endpoint Detection
34760,113,Quarantine,Failure,Firewall
34761,2,Reset Credentials,Success,Antivirus
34762,115,Reset Credentials,Failure,IDS
34763,9,Reset Credentials,Failure,Firewall
34764,22,Reset Credentials,Success,MFA
34765,123,Reset Credentials,Success,VPN
34766,66,Reset Credentials,Success,Antivirus
34767,58,Reset Credentials,Failure,Firewall
34768,152,Containment,Failure,Antivirus
34769,87,Patch,Failure,SIEM
34770,57,Containment,Failure,Firewall
34771,66,Quarantine,Success,Antivirus
34772,122,Block IP,Failure,Firewall
34773,43,Containment,Failure,IDS
34774,5,Containment,Failure,Endpoint Detection
34775,76,Quarantine,Failure,SIEM
34776,34,Reset Credentials,Success,IDS
34777,116,Quarantine,Success,Firewall
34778,108,Block IP,Failure,WAF
34779,141,Patch,Failure,MFA
34780,77,Patch,Success,Antivirus
34781,179,Block IP,Success,WAF
34782,65,Containment,Failure,Antivirus
34783,70,Quarantine,Failure,Antivirus
34784,71,Containment,Failure,SIEM
34785,22,Quarantine,Failure,VPN
34786,31,Quarantine,Success,Endpoint Detection
34787,52,Quarantine,Failure,MFA
34788,9,Reset Credentials,Success,IDS
34789,168,Block IP,Success,MFA
34790,162,Patch,Failure,WAF
34791,8,Quarantine,Success,Antivirus
34792,71,Containment,Success,SIEM
34793,123,Patch,Failure,Endpoint Detection
34794,50,Block IP,Success,IDS
34795,69,Containment,Failure,MFA
34796,72,Containment,Success,SIEM
34797,149,Containment,Failure,SIEM
34798,9,Patch,Success,IDS
34799,114,Quarantine,Success,MFA
34800,49,Containment,Success,SIEM
34801,109,Block IP,Success,WAF
34802,101,Containment,Success,VPN
34803,166,Patch,Failure,WAF
34804,134,Patch,Failure,SIEM
34805,73,Containment,Success,VPN
34806,161,Block IP,Failure,SIEM
34807,115,Quarantine,Success,IDS
34808,172,Containment,Failure,Antivirus
34809,35,Block IP,Success,Endpoint Detection
34810,18,Containment,Success,WAF
34811,1,Block IP,Failure,VPN
34812,150,Patch,Success,Firewall
34813,47,Block IP,Success,WAF
34814,104,Block IP,Failure,Endpoint Detection
34815,167,Patch,Failure,VPN
34816,134,Block IP,Success,Antivirus
34817,143,Patch,Success,SIEM
34818,102,Patch,Failure,WAF
34819,22,Patch,Failure,MFA
34820,46,Block IP,Failure,IDS
34821,99,Containment,Success,Endpoint Detection
34822,92,Containment,Failure,SIEM
34823,139,Containment,Failure,VPN
34824,3,Block IP,Failure,Antivirus
34825,115,Block IP,Success,WAF
34826,114,Quarantine,Failure,MFA
34827,4,Reset Credentials,Success,Firewall
34828,76,Patch,Failure,Antivirus
34829,178,Block IP,Failure,VPN
34830,173,Patch,Success,VPN
34831,54,Block IP,Success,SIEM
34832,132,Block IP,Success,WAF
34833,1,Containment,Failure,Endpoint Detection
34834,137,Patch,Success,IDS
34835,157,Reset Credentials,Success,IDS
34836,112,Containment,Failure,Endpoint Detection
34837,84,Containment,Success,Antivirus
34838,5,Patch,Success,Antivirus
34839,47,Reset Credentials,Failure,MFA
34840,25,Reset Credentials,Failure,MFA
34841,103,Quarantine,Failure,VPN
34842,94,Quarantine,Success,MFA
34843,164,Containment,Success,MFA
34844,34,Containment,Success,VPN
34845,67,Patch,Failure,Endpoint Detection
34846,59,Block IP,Success,Firewall
34847,72,Quarantine,Failure,Antivirus
34848,57,Patch,Failure,Endpoint Detection
34849,147,Block IP,Failure,Endpoint Detection
34850,143,Block IP,Failure,VPN
34851,162,Containment,Success,VPN
34852,31,Block IP,Success,VPN
34853,46,Containment,Success,MFA
34854,58,Containment,Success,Antivirus
34855,38,Quarantine,Success,VPN
34856,71,Block IP,Success,Firewall
34857,157,Reset Credentials,Success,SIEM
34858,137,Block IP,Failure,Antivirus
34859,46,Block IP,Success,Endpoint Detection
34860,148,Reset Credentials,Failure,WAF
34861,90,Containment,Success,WAF
34862,82,Block IP,Failure,VPN
34863,133,Block IP,Failure,IDS
34864,32,Quarantine,Failure,Firewall
34865,68,Containment,Failure,Endpoint Detection
34866,32,Containment,Success,Firewall
34867,128,Quarantine,Failure,Endpoint Detection
34868,12,Patch,Success,MFA
34869,62,Reset Credentials,Success,VPN
34870,128,Quarantine,Failure,Antivirus
34871,92,Patch,Failure,MFA
34872,170,Patch,Failure,Endpoint Detection
34873,113,Block IP,Success,Endpoint Detection
34874,162,Patch,Failure,Endpoint Detection
34875,136,Quarantine,Failure,Firewall
34876,10,Block IP,Failure,WAF
34877,55,Patch,Failure,SIEM
34878,154,Quarantine,Failure,Endpoint Detection
34879,176,Patch,Failure,IDS
34880,11,Reset Credentials,Failure,IDS
34881,78,Patch,Failure,WAF
34882,9,Containment,Success,WAF
34883,35,Reset Credentials,Success,Endpoint Detection
34884,111,Block IP,Failure,Antivirus
34885,94,Containment,Success,MFA
34886,169,Patch,Failure,WAF
34887,102,Block IP,Success,SIEM
34888,42,Reset Credentials,Failure,WAF
34889,148,Quarantine,Failure,SIEM
34890,52,Patch,Success,Endpoint Detection
34891,163,Quarantine,Failure,MFA
34892,5,Patch,Failure,Firewall
34893,68,Containment,Failure,MFA
34894,175,Patch,Success,VPN
34895,113,Reset Credentials,Failure,Antivirus
34896,173,Quarantine,Failure,Antivirus
34897,58,Block IP,Failure,VPN
34898,163,Containment,Success,IDS
34899,32,Quarantine,Failure,SIEM
34900,130,Patch,Failure,Endpoint Detection
34901,45,Containment,Failure,MFA
34902,171,Reset Credentials,Failure,Endpoint Detection
34903,165,Containment,Success,Endpoint Detection
34904,59,Quarantine,Success,VPN
34905,4,Quarantine,Success,MFA
34906,154,Reset Credentials,Failure,Firewall
34907,54,Quarantine,Failure,SIEM
34908,12,Patch,Failure,Antivirus
34909,117,Block IP,Failure,Endpoint Detection
34910,147,Reset Credentials,Failure,IDS
34911,50,Patch,Success,IDS
34912,46,Reset Credentials,Failure,VPN
34913,45,Reset Credentials,Failure,VPN
34914,20,Block IP,Failure,WAF
34915,109,Patch,Failure,IDS
34916,177,Patch,Failure,VPN
34917,160,Block IP,Failure,MFA
34918,35,Containment,Failure,MFA
34919,49,Reset Credentials,Success,Firewall
34920,144,Reset Credentials,Failure,Firewall
34921,180,Quarantine,Success,Endpoint Detection
34922,155,Patch,Success,MFA
34923,91,Containment,Success,Endpoint Detection
34924,40,Block IP,Success,IDS
34925,9,Reset Credentials,Success,MFA
34926,140,Containment,Success,Antivirus
34927,137,Containment,Failure,IDS
34928,116,Patch,Failure,IDS
34929,59,Reset Credentials,Success,MFA
34930,135,Containment,Failure,WAF
34931,163,Patch,Success,VPN
34932,32,Quarantine,Failure,IDS
34933,84,Patch,Failure,WAF
34934,88,Block IP,Success,Endpoint Detection
34935,2,Containment,Success,Antivirus
34936,115,Containment,Success,VPN
34937,22,Quarantine,Success,IDS
34938,5,Patch,Success,MFA
34939,60,Reset Credentials,Failure,SIEM
34940,31,Quarantine,Success,SIEM
34941,70,Quarantine,Success,SIEM
34942,115,Patch,Failure,IDS
34943,44,Patch,Success,Firewall
34944,17,Patch,Failure,IDS
34945,35,Block IP,Failure,IDS
34946,169,Containment,Success,SIEM
34947,147,Containment,Success,Endpoint Detection
34948,138,Block IP,Failure,Antivirus
34949,103,Patch,Success,Antivirus
34950,40,Containment,Success,WAF
34951,175,Reset Credentials,Failure,Antivirus
34952,11,Reset Credentials,Success,Firewall
34953,42,Quarantine,Failure,Antivirus
34954,63,Block IP,Success,VPN
34955,167,Block IP,Failure,MFA
34956,100,Quarantine,Success,Firewall
34957,103,Reset Credentials,Success,SIEM
34958,12,Quarantine,Success,WAF
34959,40,Reset Credentials,Success,Endpoint Detection
34960,62,Patch,Failure,VPN
34961,177,Containment,Failure,MFA
34962,111,Containment,Success,Endpoint Detection
34963,103,Reset Credentials,Failure,VPN
34964,13,Patch,Failure,Endpoint Detection
34965,100,Patch,Failure,Antivirus
34966,139,Reset Credentials,Failure,MFA
34967,76,Containment,Success,WAF
34968,159,Block IP,Failure,VPN
34969,12,Block IP,Success,IDS
34970,162,Reset Credentials,Failure,Endpoint Detection
34971,121,Patch,Failure,Firewall
34972,117,Quarantine,Success,Antivirus
34973,60,Block IP,Failure,WAF
34974,70,Block IP,Failure,WAF
34975,72,Patch,Failure,Firewall
34976,138,Quarantine,Success,VPN
34977,38,Block IP,Success,Antivirus
34978,126,Patch,Success,WAF
34979,126,Quarantine,Success,SIEM
34980,166,Patch,Failure,VPN
34981,77,Patch,Failure,VPN
34982,49,Quarantine,Failure,Antivirus
34983,115,Patch,Failure,SIEM
34984,32,Patch,Success,SIEM
34985,66,Block IP,Success,MFA
34986,19,Patch,Failure,VPN
34987,157,Quarantine,Success,Antivirus
34988,20,Containment,Success,Endpoint Detection
34989,109,Block IP,Failure,SIEM
34990,144,Quarantine,Success,VPN
34991,135,Patch,Failure,Endpoint Detection
34992,113,Containment,Failure,WAF
34993,166,Reset Credentials,Success,VPN
34994,10,Containment,Failure,VPN
34995,93,Reset Credentials,Failure,VPN
34996,63,Containment,Failure,IDS
34997,58,Containment,Success,Endpoint Detection
34998,146,Containment,Failure,SIEM
34999,135,Containment,Success,MFA
35000,30,Patch,Failure,SIEM
35001,146,Block IP,Success,IDS
35002,146,Quarantine,Success,VPN
35003,51,Containment,Success,Antivirus
35004,116,Containment,Failure,MFA
35005,55,Containment,Failure,Firewall
35006,179,Block IP,Failure,MFA
35007,157,Containment,Failure,Endpoint Detection
35008,137,Reset Credentials,Success,VPN
35009,42,Quarantine,Success,MFA
35010,78,Quarantine,Success,SIEM
35011,155,Block IP,Failure,IDS
35012,63,Quarantine,Failure,Antivirus
35013,158,Quarantine,Failure,MFA
35014,132,Reset Credentials,Success,MFA
35015,42,Block IP,Failure,MFA
35016,77,Containment,Success,MFA
35017,112,Block IP,Failure,WAF
35018,114,Quarantine,Success,Endpoint Detection
35019,127,Patch,Success,SIEM
35020,29,Block IP,Failure,Endpoint Detection
35021,30,Block IP,Success,MFA
35022,103,Block IP,Failure,VPN
35023,117,Block IP,Failure,IDS
35024,141,Reset Credentials,Failure,WAF
35025,146,Patch,Failure,WAF
35026,28,Patch,Failure,VPN
35027,52,Reset Credentials,Success,Endpoint Detection
35028,113,Quarantine,Failure,Endpoint Detection
35029,163,Reset Credentials,Success,VPN
35030,45,Block IP,Failure,SIEM
35031,13,Reset Credentials,Success,VPN
35032,36,Patch,Failure,MFA
35033,157,Patch,Success,Antivirus
35034,103,Block IP,Success,MFA
35035,4,Quarantine,Success,IDS
35036,16,Reset Credentials,Success,Antivirus
35037,163,Block IP,Success,Endpoint Detection
35038,171,Reset Credentials,Failure,MFA
35039,146,Block IP,Success,Antivirus
35040,80,Patch,Success,IDS
35041,7,Quarantine,Success,VPN
35042,169,Block IP,Success,Antivirus
35043,139,Patch,Success,Firewall
35044,46,Block IP,Success,SIEM
35045,29,Containment,Failure,Antivirus
35046,78,Block IP,Failure,MFA
35047,53,Quarantine,Failure,MFA
35048,157,Quarantine,Success,SIEM
35049,25,Quarantine,Success,WAF
35050,130,Reset Credentials,Success,MFA
35051,91,Block IP,Success,MFA
35052,123,Block IP,Success,WAF
35053,76,Containment,Success,SIEM
35054,34,Containment,Failure,SIEM
35055,133,Block IP,Success,Antivirus
35056,158,Containment,Failure,Endpoint Detection
35057,116,Quarantine,Failure,Firewall
35058,179,Containment,Success,SIEM
35059,4,Patch,Success,IDS
35060,118,Patch,Success,Endpoint Detection
35061,154,Patch,Success,Firewall
35062,141,Patch,Failure,MFA
35063,27,Quarantine,Success,SIEM
35064,60,Reset Credentials,Success,WAF
35065,103,Block IP,Success,IDS
35066,101,Block IP,Failure,MFA
35067,75,Reset Credentials,Failure,MFA
35068,83,Containment,Success,VPN
35069,42,Containment,Success,Antivirus
35070,39,Quarantine,Failure,Endpoint Detection
35071,170,Patch,Success,Endpoint Detection
35072,75,Containment,Failure,MFA
35073,75,Reset Credentials,Success,IDS
35074,21,Quarantine,Failure,VPN
35075,57,Reset Credentials,Success,Firewall
35076,47,Block IP,Success,SIEM
35077,48,Quarantine,Success,VPN
35078,45,Quarantine,Success,Firewall
35079,62,Containment,Failure,Endpoint Detection
35080,134,Containment,Success,VPN
35081,15,Patch,Failure,IDS
35082,131,Containment,Failure,IDS
35083,150,Containment,Failure,VPN
35084,106,Block IP,Success,Antivirus
35085,54,Containment,Success,Firewall
35086,4,Containment,Success,WAF
35087,128,Reset Credentials,Failure,VPN
35088,71,Reset Credentials,Success,Endpoint Detection
35089,95,Block IP,Success,IDS
35090,163,Block IP,Failure,Endpoint Detection
35091,87,Block IP,Failure,WAF
35092,61,Patch,Success,MFA
35093,115,Block IP,Failure,IDS
35094,43,Quarantine,Success,WAF
35095,69,Containment,Success,WAF
35096,109,Reset Credentials,Failure,IDS
35097,14,Containment,Success,SIEM
35098,101,Quarantine,Success,Firewall
35099,122,Reset Credentials,Failure,VPN
35100,136,Patch,Failure,IDS
35101,68,Reset Credentials,Failure,IDS
35102,129,Containment,Success,WAF
35103,52,Containment,Success,WAF
35104,147,Reset Credentials,Success,MFA
35105,160,Containment,Failure,Antivirus
35106,100,Block IP,Failure,Endpoint Detection
35107,162,Patch,Success,Firewall
35108,162,Patch,Failure,Antivirus
35109,102,Block IP,Failure,Antivirus
35110,124,Reset Credentials,Failure,WAF
35111,44,Quarantine,Failure,WAF
35112,101,Block IP,Success,WAF
35113,175,Reset Credentials,Failure,MFA
35114,146,Containment,Success,IDS
35115,130,Reset Credentials,Success,WAF
35116,98,Block IP,Success,MFA
35117,91,Quarantine,Success,Endpoint Detection
35118,8,Reset Credentials,Failure,MFA
35119,30,Patch,Success,VPN
35120,101,Reset Credentials,Failure,Endpoint Detection
35121,47,Reset Credentials,Failure,IDS
35122,44,Block IP,Failure,VPN
35123,100,Reset Credentials,Failure,MFA
35124,120,Containment,Success,IDS
35125,7,Reset Credentials,Failure,Antivirus
35126,131,Containment,Failure,SIEM
35127,66,Quarantine,Success,Endpoint Detection
35128,33,Block IP,Failure,MFA
35129,23,Block IP,Success,IDS
35130,152,Quarantine,Failure,Endpoint Detection
35131,21,Quarantine,Failure,Endpoint Detection
35132,50,Reset Credentials,Success,IDS
35133,130,Containment,Failure,MFA
35134,26,Quarantine,Failure,WAF
