incident_key,time_key,location_key,industry_key,attack_type,attack_severity,data_compromised_GB,attack_duration_min,response_time_min,outcome,TSI_score
49565,49565,3,5,Phishing,10,69.22,41,76,Success,7.343266666666667
49566,49566,6,2,Zero-Day Exploit,6,98.72,36,110,Success,7.194933333333333
49567,49567,7,1,Cross-Site Scripting,8,84.4,119,141,Success,8.082
49568,49568,9,3,Brute Force,8,74.09,10,161,Success,8.106033333333333
49569,49569,5,8,Phishing,5,91.34,138,43,Failure,5.4568666666666665
49570,49570,7,7,DDoS,6,74.59,229,64,Success,5.704366666666667
49571,49571,6,5,Zero-Day Exploit,1,35.63,2,73,Success,2.6855666666666664
49572,49572,7,8,Zero-Day Exploit,8,83.85,158,7,Failure,5.832166666666667
49573,49573,2,3,DDoS,8,59.18,114,35,Failure,5.5587333333333335
49574,49574,10,5,Brute Force,5,56.96,284,26,Success,4.142133333333334
49575,49575,5,1,SQL Injection,6,76.65,296,50,Success,5.5328333333333335
49576,49576,4,6,Malware,2,35.53,60,88,Failure,3.3325666666666667
49577,49577,8,5,DDoS,8,78.94,169,5,Success,5.651533333333333
49578,49578,2,5,DDoS,10,25.87,236,108,Success,6.576099999999999
49579,49579,5,5,Cross-Site Scripting,3,99.79,219,102,Success,5.893699999999999
49580,49580,5,2,Zero-Day Exploit,10,97.21,24,10,Failure,7.082966666666667
49581,49581,9,6,SQL Injection,8,40.12,23,129,Success,6.553599999999999
49582,49582,8,3,Ransomware,3,78.46,201,125,Failure,5.637133333333334
49583,49583,4,4,Malware,1,19.22,231,60,Failure,1.9766
49584,49584,6,2,Brute Force,5,79.39,19,80,Failure,5.715033333333333
49585,49585,10,1,DDoS,9,59.12,155,106,Success,7.140266666666666
49586,49586,6,6,SQL Injection,6,3.71,202,97,Success,4.127966666666667
49587,49587,9,8,SQL Injection,4,58.95,214,18,Success,3.6685
49588,49588,9,7,Ransomware,4,27.15,298,151,Success,4.931166666666666
49589,49589,5,1,Ransomware,2,13.8,159,104,Success,2.947333333333333
49590,49590,3,3,SQL Injection,8,37.93,217,77,Failure,5.6212333333333335
49591,49591,8,5,Malware,1,21.42,30,144,Failure,3.4426
49592,49592,2,5,Phishing,9,47.59,12,84,Success,6.427700000000001
49593,49593,10,7,Brute Force,8,58.52,256,175,Failure,7.8722666666666665
49594,49594,5,2,Zero-Day Exploit,8,7.18,13,17,Success,3.698733333333333
49595,49595,3,4,Phishing,6,24.16,80,117,Success,5.074800000000001
49596,49596,10,5,Zero-Day Exploit,4,93.24,297,158,Failure,7.030533333333333
49597,49597,3,2,DDoS,10,4.08,286,92,Failure,5.655733333333333
49598,49598,5,1,Malware,10,56.01,272,71,Success,6.863633333333333
49599,49599,9,6,Malware,4,33.72,187,64,Success,3.6782666666666666
49600,49600,9,8,DDoS,9,27.55,215,33,Failure,4.9765
49601,49601,8,1,Malware,10,46.21,290,22,Success,5.752966666666667
49602,49602,7,8,Phishing,9,46.49,183,13,Success,5.211366666666667
49603,49603,8,3,Cross-Site Scripting,8,83.02,163,30,Failure,6.1906
49604,49604,8,4,Ransomware,1,63.06,281,144,Success,4.691800000000001
49605,49605,10,3,SQL Injection,4,32.6,242,95,Failure,4.161333333333333
49606,49606,4,8,Brute Force,9,52.55,143,93,Failure,6.7265
49607,49607,7,1,Zero-Day Exploit,2,80.28,297,108,Success,5.008399999999999
49608,49608,9,6,SQL Injection,9,80.25,84,26,Failure,6.440833333333334
49609,49609,2,7,Phishing,7,8.68,247,97,Failure,4.677066666666667
49610,49610,8,8,Brute Force,8,13.89,27,151,Failure,6.133366666666667
49611,49611,7,6,Ransomware,5,62.95,20,35,Failure,4.4718333333333335
49612,49612,9,8,Malware,2,22.79,123,52,Failure,2.3503666666666665
49613,49613,7,4,DDoS,7,30.42,54,54,Success,4.6126000000000005
49614,49614,7,2,DDoS,3,7.53,212,127,Success,3.5425666666666666
49615,49615,7,8,Ransomware,7,24.3,133,25,Failure,3.9456666666666664
49616,49616,4,3,Phishing,1,65.8,248,175,Success,5.290666666666667
49617,49617,10,7,Ransomware,3,29.79,129,158,Failure,4.727033333333333
49618,49618,6,7,Cross-Site Scripting,10,91.07,126,77,Failure,8.015433333333332
49619,49619,9,8,Zero-Day Exploit,2,16.86,67,104,Success,3.039133333333333
49620,49620,2,1,DDoS,2,40.45,296,108,Failure,3.8135
49621,49621,7,1,Ransomware,9,84.27,78,170,Success,8.961433333333334
49622,49622,3,4,Zero-Day Exploit,7,34.41,195,78,Success,5.1323
49623,49623,1,1,Ransomware,2,96.75,120,168,Success,6.502500000000001
49624,49624,6,1,SQL Injection,1,95.56,133,116,Failure,5.2001333333333335
49625,49625,10,8,Cross-Site Scripting,10,82.57,253,147,Failure,8.9271
49626,49626,9,6,DDoS,2,7.05,26,106,Success,2.778166666666667
49627,49627,10,8,Phishing,2,41.86,25,42,Success,2.7558000000000002
49628,49628,8,7,Phishing,8,82.81,24,76,Failure,6.950966666666667
49629,49629,10,7,Malware,6,75.39,68,71,Success,5.845033333333333
49630,49630,10,4,Ransomware,2,15.6,82,141,Success,3.6179999999999994
49631,49631,9,7,DDoS,7,91.21,143,136,Success,7.802966666666666
49632,49632,1,5,SQL Injection,2,83.21,247,65,Failure,4.379633333333333
49633,49633,1,8,Zero-Day Exploit,2,89.95,116,42,Success,4.1985
49634,49634,6,8,Cross-Site Scripting,1,73.79,47,27,Success,3.0637
49635,49635,4,7,Brute Force,2,17.83,195,52,Failure,2.2015666666666664
49636,49636,10,2,Malware,7,10.86,121,133,Success,5.342466666666667
49637,49637,2,3,Brute Force,4,65.13,54,37,Success,4.170566666666667
49638,49638,6,2,Cross-Site Scripting,9,21.5,294,94,Success,5.8116666666666665
49639,49639,7,1,Brute Force,2,43.84,271,25,Success,2.5318666666666667
49640,49640,8,8,Ransomware,2,66.14,84,174,Success,5.684200000000001
49641,49641,6,7,Brute Force,1,65.04,245,136,Success,4.617866666666667
49642,49642,8,8,Zero-Day Exploit,2,26.3,198,36,Failure,2.189
49643,49643,5,5,Brute Force,4,77.57,66,167,Failure,6.7104333333333335
49644,49644,1,7,Phishing,9,99.42,231,83,Failure,7.965933333333334
49645,49645,9,3,Zero-Day Exploit,4,95.74,108,5,Success,4.555533333333333
49646,49646,3,5,Brute Force,2,52.18,5,53,Failure,3.2487333333333335
49647,49647,1,1,Brute Force,5,61.7,243,152,Failure,6.384333333333333
49648,49648,4,4,Phishing,10,3.72,238,36,Success,4.7116
49649,49649,2,7,Malware,10,90.97,266,161,Success,9.412433333333333
49650,49650,8,4,Zero-Day Exploit,4,73.43,76,160,Failure,6.469566666666667
49651,49651,9,8,SQL Injection,5,66.1,172,151,Failure,6.499666666666666
49652,49652,3,2,SQL Injection,4,87.84,116,31,Failure,4.751866666666667
49653,49653,8,4,DDoS,3,83.23,184,126,Failure,5.796900000000001
49654,49654,1,8,Malware,5,19.28,88,35,Failure,3.1617333333333333
49655,49655,6,7,Zero-Day Exploit,7,84.76,200,95,Failure,6.9261333333333335
49656,49656,4,7,Zero-Day Exploit,8,51.39,294,43,Failure,5.458366666666667
49657,49657,10,1,Phishing,9,72.75,158,41,Success,6.465833333333334
49658,49658,6,4,SQL Injection,8,19.35,200,86,Success,5.2138333333333335
49659,49659,7,4,Zero-Day Exploit,10,47.53,256,68,Success,6.559233333333333
49660,49660,5,2,Malware,8,95.44,245,67,Failure,7.179866666666667
49661,49661,10,2,Brute Force,2,5.86,300,31,Success,1.4924666666666666
49662,49662,2,4,Ransomware,1,77.2,159,1,Failure,2.732666666666667
49663,49663,9,6,Brute Force,1,1.48,175,135,Failure,2.6944
49664,49664,4,4,DDoS,5,99.06,284,118,Failure,6.938466666666667
49665,49665,3,8,Ransomware,3,34.44,85,20,Failure,2.5665333333333336
49666,49666,4,6,DDoS,3,43.79,188,22,Success,2.8803666666666667
49667,49667,6,2,SQL Injection,9,3.27,122,95,Failure,5.281433333333333
49668,49668,8,6,Phishing,2,17.8,155,44,Success,2.0673333333333335
49669,49669,6,8,Cross-Site Scripting,10,41.91,221,156,Failure,7.8573
49670,49670,5,3,Malware,6,24.49,272,37,Success,3.751366666666667
49671,49671,3,5,Phishing,9,22.45,26,117,Failure,6.2235000000000005
49672,49672,9,1,SQL Injection,5,15.75,229,122,Success,4.505833333333333
49673,49673,8,3,Ransomware,6,42.76,24,106,Success,5.449466666666667
49674,49674,2,3,Zero-Day Exploit,6,5.6,82,138,Failure,4.868
49675,49675,6,1,SQL Injection,4,30.56,239,6,Success,2.6168
49676,49676,7,2,DDoS,10,77.29,164,99,Failure,7.9687
49677,49677,1,2,Cross-Site Scripting,3,31.11,69,98,Failure,3.766633333333333
49678,49678,5,2,Zero-Day Exploit,10,72.05,12,25,Success,6.578166666666667
49679,49679,6,6,SQL Injection,6,60.03,44,118,Success,6.1675666666666675
49680,49680,10,8,Cross-Site Scripting,9,23.36,95,36,Success,4.900799999999999
49681,49681,2,6,Phishing,3,10.46,131,18,Success,1.8138000000000003
49682,49682,6,6,SQL Injection,4,97.33,95,156,Success,7.1198999999999995
49683,49683,8,5,DDoS,8,70.63,297,108,Failure,7.118899999999999
49684,49684,9,8,Brute Force,4,28.84,144,103,Failure,4.181866666666666
49685,49685,8,8,Brute Force,8,85.0,113,173,Success,8.633333333333333
49686,49686,5,8,DDoS,1,89.24,8,32,Failure,3.6105333333333327
49687,49687,8,8,Zero-Day Exploit,3,91.39,189,18,Success,4.241700000000001
49688,49688,9,5,Ransomware,3,23.64,294,57,Success,2.8592000000000004
49689,49689,6,2,SQL Injection,8,59.21,225,41,Success,5.659633333333334
49690,49690,4,3,DDoS,2,68.03,135,39,Success,3.4908999999999994
49691,49691,1,7,Malware,4,42.47,86,63,Failure,3.9241
49692,49692,5,4,SQL Injection,5,52.18,7,13,Success,3.7820666666666667
49693,49693,4,3,DDoS,5,61.83,232,151,Failure,6.371566666666666
49694,49694,4,1,Phishing,6,14.18,231,67,Failure,3.9420666666666673
49695,49695,8,5,Ransomware,10,22.21,27,152,Success,7.199633333333333
49696,49696,9,6,DDoS,7,95.23,281,27,Success,6.1069
49697,49697,8,1,Cross-Site Scripting,8,85.37,202,139,Success,8.077766666666667
49698,49698,9,4,Ransomware,7,45.75,63,80,Failure,5.505833333333333
49699,49699,2,8,Phishing,6,81.98,194,144,Failure,7.259400000000001
49700,49700,9,8,Phishing,7,37.28,215,2,Success,3.9517333333333333
49701,49701,4,1,Malware,4,84.2,289,133,Success,6.342666666666667
49702,49702,5,2,Malware,5,79.84,122,34,Failure,4.961866666666666
49703,49703,10,5,SQL Injection,3,61.53,185,65,Failure,4.1292333333333335
49704,49704,6,5,Phishing,1,3.45,287,156,Failure,3.1035000000000004
49705,49705,1,5,Cross-Site Scripting,9,71.89,106,17,Failure,6.040033333333334
49706,49706,10,3,SQL Injection,8,72.88,188,3,Success,5.4364
49707,49707,2,6,Zero-Day Exploit,5,59.71,102,104,Success,5.524633333333332
49708,49708,4,6,Malware,5,15.03,200,80,Failure,3.784233333333333
49709,49709,9,4,Brute Force,5,70.2,290,33,Success,4.656
49710,49710,6,8,Malware,3,6.48,278,45,Failure,2.1444
49711,49711,7,5,Brute Force,2,64.17,208,118,Failure,4.691766666666667
49712,49712,8,2,Cross-Site Scripting,3,36.21,173,20,Failure,2.6196333333333337
49713,49713,1,7,DDoS,10,38.81,151,169,Failure,7.980966666666667
49714,49714,5,5,Malware,2,93.81,232,112,Failure,5.480966666666667
49715,49715,9,5,SQL Injection,5,40.85,117,11,Success,3.4088333333333334
49716,49716,4,6,DDoS,9,86.04,21,130,Success,8.347866666666667
49717,49717,5,5,Ransomware,8,71.55,266,131,Failure,7.529833333333334
49718,49718,6,2,Ransomware,9,3.04,198,75,Success,4.9412
49719,49719,3,2,Brute Force,6,20.93,41,37,Success,3.644566666666667
49720,49720,7,8,Phishing,4,94.26,176,146,Success,6.861133333333333
49721,49721,8,5,DDoS,10,40.54,233,52,Success,6.082866666666666
49722,49722,5,6,Phishing,1,73.11,35,24,Success,2.9932999999999996
49723,49723,10,3,Phishing,9,14.23,201,126,Failure,6.126900000000001
49724,49724,3,4,Cross-Site Scripting,3,27.52,156,45,Success,2.7756
49725,49725,5,7,Phishing,5,79.66,270,180,Failure,7.389799999999999
49726,49726,7,5,Brute Force,3,83.44,122,61,Success,4.719866666666667
49727,49727,6,4,SQL Injection,4,93.5,24,57,Success,5.355
49728,49728,2,5,Cross-Site Scripting,7,88.82,105,72,Failure,6.664599999999999
49729,49729,2,1,Zero-Day Exploit,4,9.67,250,17,Success,2.1734333333333336
49730,49730,9,5,Phishing,2,64.98,54,33,Success,3.2994
49731,49731,6,7,Zero-Day Exploit,3,71.81,129,157,Failure,5.9709666666666665
49732,49732,6,8,Ransomware,8,51.67,172,122,Failure,6.783433333333335
49733,49733,10,2,Phishing,5,77.85,285,45,Success,5.0855
49734,49734,6,4,SQL Injection,4,4.05,256,169,Failure,4.538166666666667
49735,49735,9,8,Zero-Day Exploit,9,19.13,63,1,Success,4.190566666666666
49736,49736,1,5,SQL Injection,1,19.13,239,159,Failure,3.6238999999999995
49737,49737,2,3,Phishing,9,48.7,224,141,Failure,7.411
49738,49738,4,6,Ransomware,6,53.53,223,136,Success,6.272566666666667
49739,49739,8,1,Ransomware,9,75.83,43,119,Success,7.858233333333334
49740,49740,8,6,SQL Injection,1,1.16,128,36,Failure,1.0348
49741,49741,2,7,Brute Force,9,25.97,278,102,Failure,6.0791
49742,49742,7,7,Ransomware,8,59.59,57,179,Failure,7.971033333333334
49743,49743,8,5,DDoS,8,73.22,44,41,Failure,6.079933333333333
49744,49744,8,3,Phishing,5,17.6,233,27,Success,2.9779999999999998
49745,49745,9,6,Zero-Day Exploit,9,2.93,223,42,Success,4.3879
49746,49746,2,4,Ransomware,6,98.43,71,95,Failure,6.936233333333333
49747,49747,9,4,Zero-Day Exploit,1,65.21,179,4,Failure,2.4229666666666665
49748,49748,3,8,Brute Force,1,4.33,125,47,Success,1.3132333333333333
49749,49749,2,4,DDoS,4,68.4,185,26,Success,4.085333333333334
49750,49750,8,2,Cross-Site Scripting,10,33.12,144,54,Success,5.893599999999999
49751,49751,10,1,Zero-Day Exploit,7,27.04,174,125,Failure,5.694533333333334
49752,49752,1,3,Cross-Site Scripting,2,1.43,113,38,Failure,1.4762333333333335
49753,49753,8,4,SQL Injection,8,46.46,1,57,Success,5.5438
49754,49754,1,3,Zero-Day Exploit,7,32.94,237,9,Success,3.9382
49755,49755,9,4,Phishing,6,81.63,11,172,Failure,7.715566666666668
49756,49756,7,2,Ransomware,10,31.62,288,86,Failure,6.3819333333333335
49757,49757,4,6,Brute Force,2,16.63,274,115,Success,3.2155666666666667
49758,49758,3,7,Phishing,9,35.07,119,172,Failure,7.518766666666666
49759,49759,6,3,Malware,4,50.79,250,85,Success,4.540366666666667
49760,49760,10,8,DDoS,6,55.19,7,120,Failure,6.0557
49761,49761,6,6,DDoS,7,78.38,172,20,Success,5.484733333333333
49762,49762,3,1,Cross-Site Scripting,3,19.61,208,22,Failure,2.1549666666666667
49763,49763,8,8,Cross-Site Scripting,10,77.15,182,127,Success,8.431166666666668
49764,49764,4,7,Malware,7,98.47,5,94,Success,7.320766666666667
49765,49765,2,1,Ransomware,9,79.81,248,53,Failure,6.877633333333334
49766,49766,2,8,Ransomware,1,88.73,220,144,Success,5.4619
49767,49767,1,6,Ransomware,5,66.61,279,52,Failure,4.864966666666667
49768,49768,3,5,Malware,7,67.23,45,111,Failure,6.6669
49769,49769,10,4,Brute Force,2,40.27,217,124,Failure,4.074766666666667
49770,49770,2,4,Cross-Site Scripting,1,70.0,294,177,Success,5.449999999999999
49771,49771,8,5,Phishing,9,92.09,177,129,Failure,8.5127
49772,49772,3,1,DDoS,10,93.47,170,77,Success,8.087433333333333
49773,49773,5,5,Malware,7,52.2,134,131,Success,6.549333333333333
49774,49774,1,6,Zero-Day Exploit,6,73.68,69,162,Failure,7.3104
49775,49775,7,1,SQL Injection,1,61.3,7,148,Failure,4.705666666666666
49776,49776,5,3,Cross-Site Scripting,5,55.3,185,58,Success,4.625666666666667
49777,49777,10,4,SQL Injection,4,63.31,106,35,Failure,4.082633333333333
49778,49778,8,4,SQL Injection,9,61.01,257,10,Success,5.596966666666667
49779,49779,3,1,SQL Injection,5,34.38,201,99,Success,4.6814
49780,49780,1,5,Cross-Site Scripting,8,25.48,172,101,Failure,5.647733333333333
49781,49781,6,1,Zero-Day Exploit,10,62.12,131,134,Success,8.096933333333332
49782,49782,7,5,Ransomware,6,71.27,223,137,Failure,6.821433333333333
49783,49783,1,2,Zero-Day Exploit,6,67.45,281,57,Success,5.373500000000001
49784,49784,3,5,Cross-Site Scripting,1,28.89,163,44,Failure,2.000033333333333
49785,49785,6,2,Ransomware,1,65.95,189,67,Failure,3.4951666666666665
49786,49786,9,4,Phishing,6,63.42,235,2,Failure,4.335933333333333
49787,49787,10,5,Phishing,1,50.37,126,6,Success,2.0111
49788,49788,1,2,Cross-Site Scripting,6,29.09,267,165,Failure,6.0227
49789,49789,9,6,DDoS,2,94.85,49,53,Failure,4.528833333333334
49790,49790,2,2,Ransomware,10,84.91,233,94,Success,8.113966666666666
49791,49791,6,4,Ransomware,2,1.35,147,17,Failure,1.1238333333333332
49792,49792,10,5,DDoS,6,94.83,197,158,Success,7.878233333333334
49793,49793,5,1,Malware,5,26.9,209,51,Success,3.657
49794,49794,2,4,Zero-Day Exploit,8,2.78,37,53,Failure,4.166733333333334
49795,49795,7,7,Malware,9,24.13,39,121,Failure,6.340566666666668
49796,49796,5,7,Malware,8,40.23,250,57,Failure,5.3569
49797,49797,7,6,Brute Force,1,36.54,216,162,Success,4.196199999999999
49798,49798,2,4,Ransomware,9,58.85,184,110,Failure,7.198833333333333
49799,49799,8,8,SQL Injection,4,4.37,64,74,Failure,2.964433333333333
49800,49800,9,3,DDoS,2,45.44,25,33,Failure,2.7131999999999996
49801,49801,7,6,Zero-Day Exploit,9,62.1,36,103,Failure,7.179666666666666
49802,49802,5,8,Malware,10,36.9,271,10,Failure,5.273666666666667
49803,49803,1,1,Ransomware,1,6.06,273,108,Failure,2.3817999999999997
49804,49804,3,5,Brute Force,3,16.38,154,74,Success,2.924733333333333
49805,49805,7,2,Malware,7,6.55,151,24,Success,3.3965
49806,49806,7,2,Zero-Day Exploit,7,69.31,272,75,Failure,6.129300000000001
49807,49807,3,2,Ransomware,1,95.47,168,40,Success,3.9307666666666665
49808,49808,9,3,Ransomware,5,65.48,189,48,Success,4.7644
49809,49809,2,2,DDoS,6,9.58,24,145,Failure,5.104066666666666
49810,49810,9,1,Zero-Day Exploit,10,35.6,79,133,Failure,7.284666666666666
49811,49811,9,3,SQL Injection,6,90.46,72,151,Failure,7.630466666666666
49812,49812,6,6,Ransomware,7,80.36,107,81,Failure,6.5607999999999995
49813,49813,3,4,Malware,7,29.06,190,78,Failure,4.9718
49814,49814,3,3,Phishing,6,49.17,260,87,Success,5.3251
49815,49815,10,7,Zero-Day Exploit,7,16.09,260,20,Success,3.6160333333333337
49816,49816,8,7,Brute Force,7,22.16,91,18,Success,3.7648
49817,49817,2,5,Cross-Site Scripting,3,13.78,169,54,Failure,2.5134
49818,49818,10,5,Cross-Site Scripting,5,47.36,271,36,Success,4.0207999999999995
49819,49819,4,4,Brute Force,3,18.3,222,69,Failure,2.899
49820,49820,6,2,Zero-Day Exploit,3,66.29,120,158,Success,5.822033333333334
49821,49821,3,5,Cross-Site Scripting,10,38.03,295,151,Failure,7.657566666666667
49822,49822,3,6,Malware,8,48.9,181,152,Failure,7.200333333333333
49823,49823,5,1,Phishing,2,97.95,249,70,Failure,4.905166666666666
49824,49824,3,6,Cross-Site Scripting,3,47.5,204,121,Success,4.6416666666666675
49825,49825,4,1,DDoS,2,16.71,258,112,Failure,3.1679666666666666
49826,49826,5,6,Phishing,3,50.18,259,24,Failure,3.1054
49827,49827,10,5,DDoS,1,57.3,151,159,Failure,4.768999999999999
49828,49828,5,2,DDoS,8,88.64,242,104,Failure,7.592533333333332
49829,49829,9,8,Phishing,7,40.71,184,84,Failure,5.4213000000000005
49830,49830,4,7,Brute Force,1,4.5,39,157,Failure,3.1516666666666664
49831,49831,5,8,Zero-Day Exploit,5,9.24,212,91,Failure,3.7938666666666667
49832,49832,2,8,Phishing,10,33.38,128,132,Success,7.2014
49833,49833,10,2,DDoS,7,86.36,236,47,Success,6.174133333333334
49834,49834,9,4,SQL Injection,8,56.39,173,59,Failure,5.8750333333333336
49835,49835,10,5,Brute Force,2,33.44,62,144,Failure,4.2032
49836,49836,3,8,SQL Injection,9,30.25,60,178,Success,7.474166666666667
49837,49837,9,8,Zero-Day Exploit,7,36.6,148,70,Failure,5.0646666666666675
49838,49838,10,5,Ransomware,2,5.88,178,141,Failure,3.3263999999999996
49839,49839,5,3,Cross-Site Scripting,4,26.53,8,49,Success,3.2125666666666666
49840,49840,8,8,SQL Injection,6,8.38,62,53,Failure,3.5347333333333335
49841,49841,9,1,Ransomware,6,15.55,223,90,Success,4.3665
49842,49842,1,2,DDoS,5,28.53,225,132,Success,5.055899999999999
49843,49843,3,1,Malware,9,51.34,107,49,Success,5.9568666666666665
49844,49844,9,4,SQL Injection,2,2.53,297,140,Failure,3.209233333333333
49845,49845,5,7,Zero-Day Exploit,6,30.94,73,94,Success,4.894866666666667
49846,49846,2,2,Phishing,8,23.53,247,94,Success,5.472566666666667
49847,49847,5,8,Ransomware,2,71.65,270,146,Failure,5.382833333333332
49848,49848,10,4,Cross-Site Scripting,3,49.8,238,178,Success,5.660666666666667
49849,49849,8,8,SQL Injection,6,7.97,281,165,Success,5.3891
49850,49850,1,3,Cross-Site Scripting,1,19.29,123,24,Failure,1.3786999999999998
49851,49851,8,3,Brute Force,9,11.57,282,22,Success,4.313766666666667
49852,49852,8,2,Malware,10,86.57,229,75,Failure,7.847099999999999
49853,49853,6,6,Phishing,1,46.27,53,165,Success,4.5381
49854,49854,3,2,Cross-Site Scripting,5,20.75,171,77,Success,3.9058333333333333
49855,49855,5,1,Ransomware,3,32.44,156,19,Failure,2.489866666666667
49856,49856,1,6,Brute Force,7,41.37,49,117,Success,5.9911
49857,49857,4,3,Phishing,4,24.8,71,73,Success,3.560666666666667
49858,49858,10,7,SQL Injection,10,22.8,172,147,Success,7.134
49859,49859,2,4,Ransomware,2,9.04,157,12,Failure,1.2711999999999999
49860,49860,1,4,Brute Force,5,18.34,193,174,Failure,5.450200000000001
49861,49861,8,8,SQL Injection,9,79.77,97,10,Success,6.159766666666667
49862,49862,5,6,Zero-Day Exploit,3,53.95,282,14,Failure,3.0518333333333336
49863,49863,9,2,Ransomware,8,12.12,55,2,Failure,3.5969333333333333
49864,49864,8,7,DDoS,1,98.51,14,151,Failure,5.871966666666667
49865,49865,1,6,DDoS,7,55.58,16,117,Success,6.417400000000001
49866,49866,6,3,SQL Injection,9,60.54,134,120,Failure,7.4162
49867,49867,4,4,Malware,1,84.78,36,79,Success,4.260066666666666
49868,49868,6,1,Malware,6,62.42,161,93,Failure,5.8226
49869,49869,6,5,Phishing,8,23.68,56,99,Success,5.5604
49870,49870,6,3,DDoS,10,5.33,230,88,Success,5.626566666666667
49871,49871,4,4,Cross-Site Scripting,8,8.64,99,154,Failure,6.0258666666666665
49872,49872,3,7,Brute Force,6,31.24,12,151,Success,5.853866666666667
49873,49873,4,7,Malware,4,16.62,163,91,Failure,3.615266666666667
49874,49874,2,2,Ransomware,5,27.11,124,12,Failure,3.0133
49875,49875,3,5,DDoS,2,81.49,129,156,Failure,5.8447
49876,49876,8,8,Cross-Site Scripting,7,95.07,202,39,Success,6.302099999999999
49877,49877,9,1,Phishing,7,27.26,61,174,Success,6.5178
49878,49878,9,4,Brute Force,4,37.9,52,52,Success,3.6036666666666664
49879,49879,4,5,Phishing,6,19.16,63,129,Failure,5.1248000000000005
49880,49880,9,7,DDoS,9,20.47,196,132,Failure,6.4140999999999995
49881,49881,1,2,DDoS,4,16.29,125,28,Failure,2.555366666666667
49882,49882,1,4,DDoS,8,76.52,256,99,Failure,7.1456
49883,49883,1,5,SQL Injection,3,71.21,266,161,Failure,6.019633333333333
49884,49884,2,3,Ransomware,2,70.24,271,18,Success,3.2071999999999994
49885,49885,3,8,Malware,5,18.72,220,136,Failure,4.828266666666666
49886,49886,7,5,Phishing,7,10.17,252,58,Failure,4.071766666666667
49887,49887,9,8,Ransomware,4,18.64,76,95,Success,3.7425333333333333
49888,49888,4,8,Phishing,2,86.91,147,144,Success,5.8073
49889,49889,1,4,Zero-Day Exploit,7,18.0,217,19,Failure,3.656666666666667
49890,49890,2,8,Brute Force,2,88.38,40,73,Success,4.668066666666666
49891,49891,8,5,Ransomware,4,3.51,88,180,Failure,4.7053
49892,49892,7,6,Brute Force,1,44.36,214,62,Failure,2.7641333333333336
49893,49893,8,3,Zero-Day Exploit,4,4.09,24,171,Success,4.5727
49894,49894,7,5,Malware,4,10.85,295,37,Success,2.5421666666666667
49895,49895,7,2,Ransomware,10,79.6,166,53,Success,7.271333333333334
49896,49896,1,5,SQL Injection,5,28.84,193,121,Success,4.881866666666667
49897,49897,6,1,Ransomware,9,70.08,220,85,Success,7.119066666666667
49898,49898,6,2,Malware,9,6.18,64,123,Failure,5.8354
49899,49899,9,8,Brute Force,8,24.5,146,103,Success,5.651666666666666
49900,49900,4,3,Phishing,1,92.44,153,92,Success,4.706533333333333
49901,49901,8,8,Cross-Site Scripting,8,1.05,136,93,Failure,4.7815
49902,49902,1,2,Phishing,1,73.25,157,88,Failure,4.064166666666666
49903,49903,8,6,Malware,5,36.62,211,86,Success,4.531933333333334
49904,49904,10,2,Brute Force,7,86.94,113,75,Failure,6.6582
49905,49905,10,8,SQL Injection,2,0.85,191,32,Success,1.3588333333333333
49906,49906,10,1,Zero-Day Exploit,8,83.65,181,126,Success,7.8095
49907,49907,6,3,Phishing,10,72.49,105,171,Failure,9.0247
49908,49908,8,5,Brute Force,10,10.43,146,73,Failure,5.529566666666667
49909,49909,1,7,SQL Injection,3,93.38,31,31,Success,4.518066666666667
49910,49910,8,6,Malware,5,89.35,24,21,Failure,5.030499999999999
49911,49911,5,6,DDoS,3,47.93,108,47,Success,3.4212333333333333
49912,49912,7,1,Ransomware,1,74.06,43,137,Failure,4.905133333333334
49913,49913,7,7,Cross-Site Scripting,8,13.53,123,60,Failure,4.6059
49914,49914,5,8,Zero-Day Exploit,8,65.35,151,101,Failure,6.8438333333333325
49915,49915,7,5,Brute Force,10,24.18,21,22,Success,5.092066666666666
49916,49916,6,5,SQL Injection,1,91.39,210,21,Failure,3.4917000000000002
49917,49917,9,4,DDoS,7,63.22,21,13,Failure,4.913266666666667
49918,49918,2,8,DDoS,10,7.84,268,74,Success,5.468533333333333
49919,49919,4,7,Brute Force,8,28.45,18,42,Success,4.7535
49920,49920,5,1,Zero-Day Exploit,9,48.81,100,180,Success,8.0643
49921,49921,9,4,Ransomware,6,19.86,43,108,Failure,4.7958
49922,49922,4,7,Phishing,6,4.61,56,129,Failure,4.6883
49923,49923,9,1,Ransomware,9,83.71,75,16,Success,6.377966666666667
49924,49924,6,5,Cross-Site Scripting,1,97.28,60,8,Failure,3.451733333333333
49925,49925,5,7,Brute Force,6,41.41,220,117,Failure,5.592300000000001
49926,49926,6,7,Phishing,8,68.91,5,4,Success,5.333966666666666
49927,49927,5,1,SQL Injection,5,23.76,265,173,Failure,5.596133333333333
49928,49928,9,4,Zero-Day Exploit,1,10.22,114,7,Success,0.8232666666666668
49929,49929,7,2,DDoS,9,48.92,273,47,Failure,5.850933333333334
49930,49930,9,1,SQL Injection,10,25.23,141,139,Failure,7.073566666666666
49931,49931,7,1,Ransomware,3,14.55,155,179,Success,4.619833333333334
49932,49932,2,8,Ransomware,6,70.44,203,141,Success,6.8632
