time_key,timestamp,hour,day,month,quarter,year
44574,2023-10-19 14:30:15.321718,14,Thursday,October,4,2023
44575,2023-12-02 21:12:16.321723,21,Saturday,December,4,2023
44576,2024-02-13 07:25:45.321729,7,Tuesday,February,1,2024
44577,2023-10-31 20:24:35.321733,20,Tuesday,October,4,2023
44578,2023-12-20 00:05:16.321739,0,Wednesday,December,4,2023
44579,2023-11-05 20:50:56.321744,20,Sunday,November,4,2023
44580,2024-02-27 17:48:42.321749,17,Tuesday,February,1,2024
44581,2023-11-17 02:25:12.321754,2,Friday,November,4,2023
44582,2023-12-25 06:46:59.321759,6,Monday,December,4,2023
44583,2024-05-10 21:33:27.321764,21,Friday,May,2,2024
44584,2023-10-06 00:52:29.321769,0,Friday,October,4,2023
44585,2024-03-26 04:04:56.321774,4,Tuesday,March,1,2024
44586,2024-04-30 08:17:07.321779,8,Tuesday,April,2,2024
44587,2024-07-05 21:35:34.321784,21,Friday,July,3,2024
44588,2024-08-01 10:09:14.321789,10,Thursday,August,3,2024
44589,2023-11-08 19:42:00.321794,19,Wednesday,November,4,2023
44590,2024-06-11 14:46:16.321799,14,Tuesday,June,2,2024
44591,2023-09-09 03:14:05.321804,3,Saturday,September,3,2023
44592,2023-09-06 05:48:00.321809,5,Wednesday,September,3,2023
44593,2024-08-22 13:04:34.321814,13,Thursday,August,3,2024
44594,2024-04-26 06:45:14.321819,6,Friday,April,2,2024
44595,2024-02-28 05:24:05.321824,5,Wednesday,February,1,2024
44596,2024-07-01 03:29:09.321829,3,Monday,July,3,2024
44597,2023-11-05 12:38:34.321834,12,Sunday,November,4,2023
44598,2023-09-26 18:01:13.321839,18,Tuesday,September,3,2023
44599,2023-09-29 02:51:37.321845,2,Friday,September,3,2023
44600,2024-05-05 08:46:43.321850,8,Sunday,May,2,2024
44601,2024-05-14 21:41:37.321855,21,Tuesday,May,2,2024
44602,2024-04-21 11:17:51.321860,11,Sunday,April,2,2024
44603,2024-06-22 11:32:34.321865,11,Saturday,June,2,2024
44604,2024-07-13 01:36:24.321870,1,Saturday,July,3,2024
44605,2024-06-22 12:00:27.321875,12,Saturday,June,2,2024
44606,2024-05-28 21:47:53.321880,21,Tuesday,May,2,2024
44607,2023-11-20 10:43:05.321885,10,Monday,November,4,2023
44608,2024-04-05 10:39:59.321890,10,Friday,April,2,2024
44609,2024-06-17 21:23:45.321895,21,Monday,June,2,2024
44610,2023-12-07 21:33:58.321900,21,Thursday,December,4,2023
44611,2024-07-02 22:00:21.321905,22,Tuesday,July,3,2024
44612,2023-10-18 22:03:43.321911,22,Wednesday,October,4,2023
44613,2023-09-12 13:02:47.321917,13,Tuesday,September,3,2023
44614,2024-03-12 23:14:47.321922,23,Tuesday,March,1,2024
44615,2023-12-10 18:28:24.321927,18,Sunday,December,4,2023
44616,2023-12-13 04:07:14.321932,4,Wednesday,December,4,2023
44617,2024-07-14 21:37:25.321937,21,Sunday,July,3,2024
44618,2023-11-21 17:49:46.321942,17,Tuesday,November,4,2023
44619,2024-03-27 01:46:15.321947,1,Wednesday,March,1,2024
44620,2024-06-02 02:14:09.321953,2,Sunday,June,2,2024
44621,2023-12-21 00:21:41.321967,0,Thursday,December,4,2023
44622,2023-09-28 00:04:40.321973,0,Thursday,September,3,2023
44623,2024-06-14 07:21:31.321994,7,Friday,June,2,2024
44624,2024-03-26 12:56:44.322000,12,Tuesday,March,1,2024
44625,2024-05-22 15:24:51.322005,15,Wednesday,May,2,2024
44626,2023-11-05 13:52:06.322010,13,Sunday,November,4,2023
44627,2023-10-04 14:11:35.322016,14,Wednesday,October,4,2023
44628,2023-12-29 04:02:10.322022,4,Friday,December,4,2023
44629,2024-06-06 06:55:39.322027,6,Thursday,June,2,2024
44630,2023-11-17 09:17:21.322032,9,Friday,November,4,2023
44631,2023-10-23 07:55:16.322038,7,Monday,October,4,2023
44632,2024-08-15 16:00:13.322043,16,Thursday,August,3,2024
44633,2023-10-27 17:15:55.322049,17,Friday,October,4,2023
44634,2024-07-08 23:31:33.322054,23,Monday,July,3,2024
44635,2024-07-26 17:46:31.322059,17,Friday,July,3,2024
44636,2023-11-07 11:38:40.322065,11,Tuesday,November,4,2023
44637,2023-11-02 15:19:13.322070,15,Thursday,November,4,2023
44638,2024-06-01 02:19:51.322075,2,Saturday,June,2,2024
44639,2024-07-25 08:30:35.322081,8,Thursday,July,3,2024
44640,2024-06-17 17:25:37.322086,17,Monday,June,2,2024
44641,2024-05-11 11:09:08.322092,11,Saturday,May,2,2024
44642,2024-08-31 10:02:10.322097,10,Saturday,August,3,2024
44643,2023-11-22 06:16:11.322102,6,Wednesday,November,4,2023
44644,2024-07-18 15:40:18.322108,15,Thursday,July,3,2024
44645,2024-06-18 23:25:49.322113,23,Tuesday,June,2,2024
44646,2024-08-20 08:18:08.322119,8,Tuesday,August,3,2024
44647,2024-06-19 06:57:23.322124,6,Wednesday,June,2,2024
44648,2024-03-29 17:54:00.322129,17,Friday,March,1,2024
44649,2024-08-04 18:31:15.322135,18,Sunday,August,3,2024
44650,2024-01-06 11:20:57.322140,11,Saturday,January,1,2024
44651,2023-09-30 04:08:37.322146,4,Saturday,September,3,2023
44652,2024-05-18 18:54:52.322152,18,Saturday,May,2,2024
44653,2024-07-23 03:33:44.322157,3,Tuesday,July,3,2024
44654,2023-10-09 09:22:05.322163,9,Monday,October,4,2023
44655,2023-09-11 16:44:43.322168,16,Monday,September,3,2023
44656,2024-07-14 18:57:13.322174,18,Sunday,July,3,2024
44657,2024-02-01 18:05:33.322179,18,Thursday,February,1,2024
44658,2023-11-25 18:56:50.322185,18,Saturday,November,4,2023
44659,2024-06-16 14:38:53.322191,14,Sunday,June,2,2024
44660,2024-09-04 18:30:51.322196,18,Wednesday,September,3,2024
44661,2023-11-13 18:18:52.322202,18,Monday,November,4,2023
44662,2023-12-16 13:56:33.322207,13,Saturday,December,4,2023
44663,2024-01-16 01:16:42.322212,1,Tuesday,January,1,2024
44664,2024-05-13 07:04:07.322218,7,Monday,May,2,2024
44665,2023-12-10 06:42:58.322223,6,Sunday,December,4,2023
44666,2024-06-30 07:08:10.322229,7,Sunday,June,2,2024
44667,2024-06-27 19:03:21.322234,19,Thursday,June,2,2024
44668,2024-08-19 19:37:17.322240,19,Monday,August,3,2024
44669,2024-03-14 09:52:30.322245,9,Thursday,March,1,2024
44670,2024-07-02 12:11:37.322251,12,Tuesday,July,3,2024
44671,2024-08-18 02:30:38.322256,2,Sunday,August,3,2024
44672,2024-02-21 18:16:20.322261,18,Wednesday,February,1,2024
44673,2023-11-23 23:25:35.322267,23,Thursday,November,4,2023
44674,2024-08-03 08:58:47.322272,8,Saturday,August,3,2024
44675,2024-03-28 23:09:08.322277,23,Thursday,March,1,2024
44676,2024-04-11 22:36:22.322282,22,Thursday,April,2,2024
44677,2024-05-09 20:30:14.322288,20,Thursday,May,2,2024
44678,2024-04-18 14:58:47.322293,14,Thursday,April,2,2024
44679,2023-10-25 18:05:34.322299,18,Wednesday,October,4,2023
44680,2024-02-29 03:10:37.322304,3,Thursday,February,1,2024
44681,2024-07-08 22:01:06.322310,22,Monday,July,3,2024
44682,2024-04-09 08:23:30.322314,8,Tuesday,April,2,2024
44683,2024-06-27 21:59:56.322320,21,Thursday,June,2,2024
44684,2024-04-04 04:06:58.322326,4,Thursday,April,2,2024
44685,2024-03-12 12:48:13.322331,12,Tuesday,March,1,2024
44686,2024-03-02 13:34:25.322338,13,Saturday,March,1,2024
44687,2024-09-01 22:55:24.322344,22,Sunday,September,3,2024
44688,2023-12-17 08:35:33.322349,8,Sunday,December,4,2023
44689,2024-01-13 08:00:55.322355,8,Saturday,January,1,2024
44690,2024-07-24 16:46:47.322360,16,Wednesday,July,3,2024
44691,2023-12-26 17:02:25.322366,17,Tuesday,December,4,2023
44692,2024-02-05 12:15:08.322396,12,Monday,February,1,2024
44693,2023-09-25 14:11:49.322401,14,Monday,September,3,2023
44694,2024-07-20 13:43:19.322406,13,Saturday,July,3,2024
44695,2024-06-05 14:53:17.322412,14,Wednesday,June,2,2024
44696,2023-10-23 20:46:20.322417,20,Monday,October,4,2023
44697,2024-03-18 02:56:15.322422,2,Monday,March,1,2024
44698,2024-04-19 06:26:25.322427,6,Friday,April,2,2024
44699,2024-01-16 01:48:24.322432,1,Tuesday,January,1,2024
44700,2024-03-16 21:14:43.322438,21,Saturday,March,1,2024
44701,2024-02-27 04:54:23.322443,4,Tuesday,February,1,2024
44702,2024-02-22 07:46:20.322448,7,Thursday,February,1,2024
44703,2023-12-12 06:26:52.322453,6,Tuesday,December,4,2023
44704,2024-04-24 08:51:36.322458,8,Wednesday,April,2,2024
44705,2024-01-19 06:37:31.322464,6,Friday,January,1,2024
44706,2024-04-02 01:40:22.322477,1,Tuesday,April,2,2024
44707,2024-07-08 23:45:31.322483,23,Monday,July,3,2024
44708,2024-04-03 04:57:33.322488,4,Wednesday,April,2,2024
44709,2024-04-09 21:30:16.322514,21,Tuesday,April,2,2024
44710,2024-05-05 14:45:24.322519,14,Sunday,May,2,2024
44711,2024-07-15 10:15:02.322524,10,Monday,July,3,2024
44712,2024-05-31 22:40:04.322529,22,Friday,May,2,2024
44713,2024-08-23 00:07:48.322535,0,Friday,August,3,2024
44714,2023-09-27 16:57:13.322540,16,Wednesday,September,3,2023
44715,2024-07-18 01:11:33.322545,1,Thursday,July,3,2024
44716,2024-02-17 03:51:10.322551,3,Saturday,February,1,2024
44717,2023-11-08 07:31:51.322556,7,Wednesday,November,4,2023
44718,2024-03-27 22:46:09.322561,22,Wednesday,March,1,2024
44719,2024-09-02 15:06:50.322567,15,Monday,September,3,2024
44720,2024-05-15 16:44:02.322572,16,Wednesday,May,2,2024
44721,2023-12-15 09:50:25.322577,9,Friday,December,4,2023
44722,2023-09-20 04:10:18.322582,4,Wednesday,September,3,2023
44723,2024-01-05 19:47:09.322588,19,Friday,January,1,2024
44724,2024-07-25 21:18:56.322593,21,Thursday,July,3,2024
44725,2024-01-08 12:33:21.322599,12,Monday,January,1,2024
44726,2024-04-23 21:09:39.322604,21,Tuesday,April,2,2024
44727,2023-11-16 06:56:28.322610,6,Thursday,November,4,2023
44728,2023-09-14 07:57:48.322615,7,Thursday,September,3,2023
44729,2023-10-24 10:01:43.322620,10,Tuesday,October,4,2023
44730,2024-07-14 06:19:03.322626,6,Sunday,July,3,2024
44731,2024-05-27 19:03:25.322631,19,Monday,May,2,2024
44732,2024-09-05 02:16:25.322636,2,Thursday,September,3,2024
44733,2024-08-22 15:51:20.322641,15,Thursday,August,3,2024
44734,2024-07-28 14:48:59.322647,14,Sunday,July,3,2024
44735,2024-02-13 17:08:09.322652,17,Tuesday,February,1,2024
44736,2024-02-28 07:40:34.322676,7,Wednesday,February,1,2024
44737,2023-11-28 21:18:24.322681,21,Tuesday,November,4,2023
44738,2023-12-21 20:29:18.322687,20,Thursday,December,4,2023
44739,2024-06-13 17:19:50.322692,17,Thursday,June,2,2024
44740,2023-12-03 15:43:30.322697,15,Sunday,December,4,2023
44741,2023-11-29 12:47:57.322702,12,Wednesday,November,4,2023
44742,2023-10-23 20:29:49.322707,20,Monday,October,4,2023
44743,2024-02-23 16:30:08.322713,16,Friday,February,1,2024
44744,2023-10-29 03:40:43.322718,3,Sunday,October,4,2023
44745,2024-03-05 08:18:16.322723,8,Tuesday,March,1,2024
44746,2023-10-08 22:57:15.322728,22,Sunday,October,4,2023
44747,2024-03-24 17:38:55.322733,17,Sunday,March,1,2024
44748,2023-12-17 13:52:30.322739,13,Sunday,December,4,2023
44749,2024-07-22 07:39:46.322744,7,Monday,July,3,2024
44750,2024-01-05 23:24:49.322749,23,Friday,January,1,2024
44751,2023-11-06 15:10:45.322754,15,Monday,November,4,2023
44752,2024-07-24 23:06:27.322759,23,Wednesday,July,3,2024
44753,2023-10-07 22:43:41.322764,22,Saturday,October,4,2023
44754,2024-06-25 17:41:38.322771,17,Tuesday,June,2,2024
44755,2023-11-16 01:06:57.322776,1,Thursday,November,4,2023
44756,2023-11-10 13:01:02.322781,13,Friday,November,4,2023
44757,2024-03-26 19:05:05.322803,19,Tuesday,March,1,2024
44758,2024-01-29 04:23:41.322809,4,Monday,January,1,2024
44759,2023-09-15 06:08:11.322814,6,Friday,September,3,2023
44760,2024-01-13 15:33:43.322819,15,Saturday,January,1,2024
44761,2024-07-18 19:26:32.322825,19,Thursday,July,3,2024
44762,2024-02-27 02:15:38.322831,2,Tuesday,February,1,2024
44763,2024-03-27 13:09:44.322854,13,Wednesday,March,1,2024
44764,2024-04-24 20:23:33.322859,20,Wednesday,April,2,2024
44765,2023-12-22 18:12:19.322881,18,Friday,December,4,2023
44766,2024-05-12 00:05:05.322887,0,Sunday,May,2,2024
44767,2024-07-26 20:05:41.322892,20,Friday,July,3,2024
44768,2024-08-18 15:36:23.322898,15,Sunday,August,3,2024
44769,2023-09-28 13:01:18.322903,13,Thursday,September,3,2023
44770,2024-06-28 14:11:47.322909,14,Friday,June,2,2024
44771,2024-02-18 07:52:55.322914,7,Sunday,February,1,2024
44772,2024-05-28 21:40:36.322919,21,Tuesday,May,2,2024
44773,2024-04-30 08:09:53.322924,8,Tuesday,April,2,2024
44774,2023-11-01 05:20:21.322930,5,Wednesday,November,4,2023
44775,2024-08-25 20:10:25.322935,20,Sunday,August,3,2024
44776,2024-01-31 12:10:55.322940,12,Wednesday,January,1,2024
44777,2023-09-26 23:02:21.322945,23,Tuesday,September,3,2023
44778,2024-01-10 04:08:02.322960,4,Wednesday,January,1,2024
44779,2024-05-07 20:46:10.322967,20,Tuesday,May,2,2024
44780,2024-01-31 17:07:37.322973,17,Wednesday,January,1,2024
44781,2024-03-10 13:57:36.322978,13,Sunday,March,1,2024
44782,2023-11-20 20:34:34.322983,20,Monday,November,4,2023
44783,2023-12-16 01:40:16.322988,1,Saturday,December,4,2023
44784,2024-08-28 01:51:17.322993,1,Wednesday,August,3,2024
44785,2023-10-14 05:27:18.322998,5,Saturday,October,4,2023
44786,2024-07-09 22:41:17.323003,22,Tuesday,July,3,2024
44787,2023-10-29 08:56:19.323009,8,Sunday,October,4,2023
44788,2024-03-18 23:54:53.323014,23,Monday,March,1,2024
44789,2023-10-16 00:10:51.323029,0,Monday,October,4,2023
44790,2024-03-08 20:45:00.323035,20,Friday,March,1,2024
44791,2024-05-29 08:35:57.323047,8,Wednesday,May,2,2024
44792,2024-08-23 00:52:37.323054,0,Friday,August,3,2024
44793,2024-05-14 10:19:15.323059,10,Tuesday,May,2,2024
44794,2024-02-15 09:53:48.323064,9,Thursday,February,1,2024
44795,2024-04-03 13:52:17.323069,13,Wednesday,April,2,2024
44796,2024-05-27 14:06:57.323075,14,Monday,May,2,2024
44797,2024-04-20 02:21:04.323080,2,Saturday,April,2,2024
44798,2023-10-15 06:01:05.323086,6,Sunday,October,4,2023
44799,2024-07-11 00:11:08.323091,0,Thursday,July,3,2024
44800,2024-05-30 10:21:44.323096,10,Thursday,May,2,2024
44801,2023-11-16 12:02:09.323101,12,Thursday,November,4,2023
44802,2024-08-17 12:35:40.323106,12,Saturday,August,3,2024
44803,2024-02-07 13:22:49.323112,13,Wednesday,February,1,2024
44804,2024-07-20 04:36:09.323117,4,Saturday,July,3,2024
44805,2024-04-25 12:54:39.323122,12,Thursday,April,2,2024
44806,2023-12-21 21:35:23.323127,21,Thursday,December,4,2023
44807,2024-01-19 03:08:22.323133,3,Friday,January,1,2024
44808,2023-12-10 18:12:12.323138,18,Sunday,December,4,2023
44809,2023-10-21 11:19:28.323144,11,Saturday,October,4,2023
44810,2024-05-19 02:49:35.323149,2,Sunday,May,2,2024
44811,2024-04-04 13:54:00.323155,13,Thursday,April,2,2024
44812,2024-04-23 16:24:03.323160,16,Tuesday,April,2,2024
44813,2024-02-27 14:12:17.323165,14,Tuesday,February,1,2024
44814,2023-09-21 03:55:36.323170,3,Thursday,September,3,2023
44815,2024-02-24 22:18:48.323176,22,Saturday,February,1,2024
44816,2024-06-16 10:50:04.323182,10,Sunday,June,2,2024
44817,2024-05-15 21:21:38.323186,21,Wednesday,May,2,2024
44818,2023-11-08 16:21:06.323192,16,Wednesday,November,4,2023
44819,2023-09-05 20:58:28.323197,20,Tuesday,September,3,2023
44820,2024-07-20 18:52:17.323203,18,Saturday,July,3,2024
44821,2024-05-22 11:42:52.323208,11,Wednesday,May,2,2024
44822,2024-04-08 16:41:56.323214,16,Monday,April,2,2024
44823,2024-02-29 22:06:58.323218,22,Thursday,February,1,2024
44824,2023-10-07 04:51:48.323224,4,Saturday,October,4,2023
44825,2024-03-23 21:09:27.323230,21,Saturday,March,1,2024
44826,2024-01-13 04:39:57.323235,4,Saturday,January,1,2024
44827,2023-10-01 06:16:28.323240,6,Sunday,October,4,2023
44828,2024-02-21 13:50:24.323246,13,Wednesday,February,1,2024
44829,2024-01-20 19:36:51.323251,19,Saturday,January,1,2024
44830,2023-10-01 12:44:31.323256,12,Sunday,October,4,2023
44831,2024-01-23 14:24:35.323262,14,Tuesday,January,1,2024
44832,2024-08-03 00:45:49.323268,0,Saturday,August,3,2024
44833,2024-09-03 16:58:29.323272,16,Tuesday,September,3,2024
44834,2024-05-26 12:07:41.323278,12,Sunday,May,2,2024
44835,2024-02-06 21:43:30.323283,21,Tuesday,February,1,2024
44836,2024-06-01 22:24:20.323289,22,Saturday,June,2,2024
44837,2024-06-30 09:00:59.323294,9,Sunday,June,2,2024
44838,2024-07-27 15:17:23.323318,15,Saturday,July,3,2024
44839,2024-03-08 05:18:57.323324,5,Friday,March,1,2024
44840,2024-06-06 21:03:51.323328,21,Thursday,June,2,2024
44841,2023-10-06 03:52:31.323334,3,Friday,October,4,2023
44842,2023-11-20 19:40:49.323339,19,Monday,November,4,2023
44843,2024-07-31 22:29:31.323344,22,Wednesday,July,3,2024
44844,2024-07-28 02:49:47.323365,2,Sunday,July,3,2024
44845,2023-12-03 02:25:11.323370,2,Sunday,December,4,2023
44846,2024-06-09 05:57:50.323375,5,Sunday,June,2,2024
44847,2023-10-12 13:21:47.323380,13,Thursday,October,4,2023
44848,2024-08-29 15:56:05.323385,15,Thursday,August,3,2024
44849,2023-10-10 15:25:05.323390,15,Tuesday,October,4,2023
44850,2024-07-10 01:50:26.323394,1,Wednesday,July,3,2024
44851,2023-10-01 17:10:05.323399,17,Sunday,October,4,2023
44852,2023-09-22 11:02:06.323405,11,Friday,September,3,2023
44853,2024-08-19 01:07:54.323409,1,Monday,August,3,2024
44854,2024-08-07 21:55:13.323420,21,Wednesday,August,3,2024
44855,2023-09-15 15:08:55.323425,15,Friday,September,3,2023
44856,2023-12-05 19:51:56.323430,19,Tuesday,December,4,2023
44857,2024-06-17 15:05:13.323435,15,Monday,June,2,2024
44858,2024-03-19 12:27:14.323440,12,Tuesday,March,1,2024
44859,2024-05-27 09:02:25.323445,9,Monday,May,2,2024
44860,2024-09-04 12:59:48.323450,12,Wednesday,September,3,2024
44861,2024-04-11 09:38:38.323455,9,Thursday,April,2,2024
44862,2024-07-14 07:42:11.323460,7,Sunday,July,3,2024
44863,2023-11-28 16:34:07.323464,16,Tuesday,November,4,2023
44864,2023-11-19 03:37:56.323470,3,Sunday,November,4,2023
44865,2024-06-14 13:09:01.323474,13,Friday,June,2,2024
44866,2023-10-22 09:51:29.323479,9,Sunday,October,4,2023
44867,2024-03-05 02:48:20.323484,2,Tuesday,March,1,2024
44868,2023-10-17 19:44:19.323489,19,Tuesday,October,4,2023
44869,2024-07-27 16:49:49.323495,16,Saturday,July,3,2024
44870,2024-05-19 06:21:26.323499,6,Sunday,May,2,2024
44871,2024-08-11 00:50:51.323504,0,Sunday,August,3,2024
44872,2024-04-22 19:06:10.323526,19,Monday,April,2,2024
44873,2024-06-25 23:52:59.323532,23,Tuesday,June,2,2024
44874,2024-08-24 08:56:22.323537,8,Saturday,August,3,2024
44875,2023-10-22 10:17:55.323542,10,Sunday,October,4,2023
44876,2024-02-19 03:47:09.323547,3,Monday,February,1,2024
44877,2023-11-20 12:15:47.323997,12,Monday,November,4,2023
44878,2024-03-27 21:18:26.324009,21,Wednesday,March,1,2024
44879,2024-02-16 13:24:03.324014,13,Friday,February,1,2024
44880,2024-07-11 12:28:17.324019,12,Thursday,July,3,2024
44881,2023-11-07 16:27:17.324024,16,Tuesday,November,4,2023
44882,2024-01-06 00:01:26.324029,0,Saturday,January,1,2024
44883,2024-04-10 09:27:18.324034,9,Wednesday,April,2,2024
44884,2024-02-10 06:18:52.324039,6,Saturday,February,1,2024
44885,2024-02-20 21:07:04.324044,21,Tuesday,February,1,2024
44886,2024-03-11 10:56:19.324049,10,Monday,March,1,2024
44887,2024-07-05 19:34:27.324054,19,Friday,July,3,2024
44888,2024-03-16 00:27:45.324059,0,Saturday,March,1,2024
44889,2024-08-06 18:20:09.324064,18,Tuesday,August,3,2024
44890,2024-01-28 00:28:08.324069,0,Sunday,January,1,2024
44891,2023-10-24 18:31:06.324074,18,Tuesday,October,4,2023
44892,2023-09-13 11:59:44.324080,11,Wednesday,September,3,2023
44893,2024-04-30 02:08:25.324085,2,Tuesday,April,2,2024
44894,2024-08-16 10:18:41.324090,10,Friday,August,3,2024
44895,2024-06-26 13:27:52.324096,13,Wednesday,June,2,2024
44896,2023-11-06 20:46:53.324101,20,Monday,November,4,2023
44897,2024-08-19 02:21:30.324107,2,Monday,August,3,2024
44898,2024-03-28 20:22:16.324112,20,Thursday,March,1,2024
44899,2024-09-04 16:57:37.324118,16,Wednesday,September,3,2024
44900,2024-06-21 13:00:01.324124,13,Friday,June,2,2024
44901,2024-09-02 10:58:08.324129,10,Monday,September,3,2024
44902,2024-06-10 00:26:01.324134,0,Monday,June,2,2024
44903,2024-05-08 18:23:31.324139,18,Wednesday,May,2,2024
44904,2024-03-31 13:16:16.324145,13,Sunday,March,1,2024
44905,2023-11-16 16:26:46.324150,16,Thursday,November,4,2023
44906,2024-08-05 10:16:00.324155,10,Monday,August,3,2024
44907,2024-08-11 03:23:32.324160,3,Sunday,August,3,2024
44908,2024-03-12 16:05:50.324165,16,Tuesday,March,1,2024
44909,2024-03-21 21:06:10.324170,21,Thursday,March,1,2024
44910,2024-02-25 21:02:41.324175,21,Sunday,February,1,2024
44911,2024-03-31 07:31:31.324181,7,Sunday,March,1,2024
44912,2023-09-29 23:15:02.324185,23,Friday,September,3,2023
44913,2023-11-12 16:48:15.324191,16,Sunday,November,4,2023
44914,2024-04-26 09:31:11.324196,9,Friday,April,2,2024
44915,2024-02-07 16:53:54.324201,16,Wednesday,February,1,2024
44916,2024-08-13 12:05:07.324206,12,Tuesday,August,3,2024
44917,2024-03-03 07:55:47.324234,7,Sunday,March,1,2024
44918,2023-12-24 11:32:36.324239,11,Sunday,December,4,2023
44919,2024-06-05 12:32:32.324244,12,Wednesday,June,2,2024
44920,2024-01-13 19:43:56.324249,19,Saturday,January,1,2024
44921,2023-09-07 03:17:33.324255,3,Thursday,September,3,2023
44922,2024-05-13 18:51:20.324260,18,Monday,May,2,2024
44923,2023-11-21 14:48:35.324265,14,Tuesday,November,4,2023
44924,2024-06-19 16:50:20.324271,16,Wednesday,June,2,2024
44925,2024-06-26 13:09:06.324276,13,Wednesday,June,2,2024
44926,2024-05-13 05:22:36.324281,5,Monday,May,2,2024
44927,2024-06-15 16:55:11.324286,16,Saturday,June,2,2024
44928,2024-08-07 15:20:35.324291,15,Wednesday,August,3,2024
44929,2024-05-03 22:08:51.324315,22,Friday,May,2,2024
44930,2023-11-10 02:46:30.324321,2,Friday,November,4,2023
44931,2023-10-15 12:29:03.324326,12,Sunday,October,4,2023
44932,2024-07-15 13:36:32.324331,13,Monday,July,3,2024
44933,2023-09-13 10:39:36.324336,10,Wednesday,September,3,2023
44934,2023-09-13 14:55:54.324341,14,Wednesday,September,3,2023
44935,2024-02-15 07:28:12.324346,7,Thursday,February,1,2024
44936,2024-05-20 16:20:51.324351,16,Monday,May,2,2024
44937,2024-03-07 03:41:50.324356,3,Thursday,March,1,2024
44938,2024-06-22 06:55:38.324361,6,Saturday,June,2,2024
44939,2024-08-05 02:04:26.324366,2,Monday,August,3,2024
44940,2023-11-14 14:42:26.324371,14,Tuesday,November,4,2023
44941,2023-09-24 04:06:55.324376,4,Sunday,September,3,2023
44942,2024-03-15 17:01:27.324382,17,Friday,March,1,2024
44943,2024-05-29 11:20:35.324410,11,Wednesday,May,2,2024
44944,2024-06-26 09:14:03.324416,9,Wednesday,June,2,2024
44945,2024-05-08 17:53:32.324422,17,Wednesday,May,2,2024
44946,2023-12-27 13:11:35.324427,13,Wednesday,December,4,2023
44947,2024-08-24 17:15:24.324432,17,Saturday,August,3,2024
44948,2024-06-07 13:51:00.324438,13,Friday,June,2,2024
44949,2023-11-04 18:17:50.324453,18,Saturday,November,4,2023
44950,2023-10-09 13:58:40.324459,13,Monday,October,4,2023
44951,2023-12-12 03:27:18.324464,3,Tuesday,December,4,2023
44952,2024-07-18 13:12:32.324470,13,Thursday,July,3,2024
44953,2023-09-26 04:33:20.324475,4,Tuesday,September,3,2023
44954,2024-08-26 19:24:36.324482,19,Monday,August,3,2024
44955,2024-04-25 10:19:13.324487,10,Thursday,April,2,2024
44956,2024-01-17 09:29:09.324493,9,Wednesday,January,1,2024
44957,2023-09-09 15:39:10.324498,15,Saturday,September,3,2023
44958,2023-12-03 13:46:06.324503,13,Sunday,December,4,2023
44959,2024-05-28 17:56:13.324509,17,Tuesday,May,2,2024
44960,2024-04-08 11:22:29.324514,11,Monday,April,2,2024
44961,2023-09-06 23:50:32.324520,23,Wednesday,September,3,2023
44962,2023-12-14 12:52:34.324535,12,Thursday,December,4,2023
44963,2024-01-21 09:33:08.324541,9,Sunday,January,1,2024
44964,2024-01-15 12:16:08.324547,12,Monday,January,1,2024
44965,2024-02-17 07:03:28.324552,7,Saturday,February,1,2024
44966,2024-04-26 12:11:49.324557,12,Friday,April,2,2024
44967,2024-07-12 13:09:54.324563,13,Friday,July,3,2024
44968,2023-12-08 08:14:13.324568,8,Friday,December,4,2023
44969,2023-10-23 22:40:06.324574,22,Monday,October,4,2023
44970,2024-07-23 05:38:05.324579,5,Tuesday,July,3,2024
44971,2024-03-12 12:35:27.324585,12,Tuesday,March,1,2024
44972,2024-07-14 15:01:35.324590,15,Sunday,July,3,2024
44973,2024-03-26 16:50:53.324595,16,Tuesday,March,1,2024
44974,2024-07-14 21:01:38.324600,21,Sunday,July,3,2024
44975,2024-04-27 01:53:27.324606,1,Saturday,April,2,2024
44976,2023-12-09 02:31:17.324611,2,Saturday,December,4,2023
44977,2024-06-20 00:25:31.324617,0,Thursday,June,2,2024
44978,2023-10-16 18:07:21.324622,18,Monday,October,4,2023
44979,2024-03-17 09:38:43.324627,9,Sunday,March,1,2024
44980,2024-05-04 12:38:25.324633,12,Saturday,May,2,2024
44981,2024-08-29 02:19:50.324638,2,Thursday,August,3,2024
44982,2023-12-23 16:24:27.324644,16,Saturday,December,4,2023
44983,2024-05-24 08:43:02.324649,8,Friday,May,2,2024
44984,2023-10-09 10:14:14.324654,10,Monday,October,4,2023
44985,2024-03-06 21:21:38.324660,21,Wednesday,March,1,2024
44986,2023-10-02 18:32:19.324666,18,Monday,October,4,2023
44987,2024-08-14 00:41:44.324671,0,Wednesday,August,3,2024
44988,2023-11-02 17:48:13.324676,17,Thursday,November,4,2023
44989,2024-07-03 19:38:32.324682,19,Wednesday,July,3,2024
44990,2024-05-09 11:19:14.324687,11,Thursday,May,2,2024
44991,2024-06-12 04:08:44.324693,4,Wednesday,June,2,2024
44992,2023-10-29 05:37:54.324698,5,Sunday,October,4,2023
44993,2024-04-11 02:38:31.324703,2,Thursday,April,2,2024
44994,2023-10-13 04:43:41.324709,4,Friday,October,4,2023
44995,2023-12-03 10:52:42.324714,10,Sunday,December,4,2023
